age;familysize;gender;married;race;religion;Q1A;Q2A;Q3A;Q4A;Q5A;Q6A;Q7A;Q8A;Q9A;Q10A
1;2;1;0;7;8;2;1;2;1;3;2;1;3;3;3
9;2;1;0;7;8;2;3;2;1;1;2;1;3;1;2
6;1;1;0;7;8;2;3;2;1;3;2;1;3;2;2
22;1;1;0;7;8;2;3;2;1;3;2;1;3;3;2
15;2;1;0;7;8;2;2;3;1;4;2;0;1;1;2
21;3;1;0;7;8;2;2;0;2;1;2;0;4;2;3
10;2;1;0;7;9;2;2;1;2;1;2;1;1;1;3
41;2;1;0;7;8;2;2;2;2;2;2;0;3;1;0
6;2;1;0;7;8;2;3;2;2;2;2;0;1;4;4
10;2;1;0;7;9;2;2;3;2;3;2;0;4;3;4
12;1;1;0;7;8;2;2;3;2;3;2;1;4;1;3
26;0;1;0;7;8;2;3;3;2;4;2;1;0;1;2
8;0;1;0;7;8;2;2;3;2;4;2;1;2;1;3
4;2;1;0;7;8;2;4;1;0;2;3;1;0;1;0
31;1;1;0;7;8;2;0;4;0;3;3;1;3;1;2
2;2;1;0;7;8;2;1;1;1;2;3;1;3;3;1
9;2;1;0;7;8;2;0;2;1;3;3;1;1;1;4
2;0;1;0;7;8;2;0;2;1;2;3;1;0;1;3
26;0;1;0;7;8;2;1;2;1;3;3;1;4;1;1
4;1;1;0;7;8;2;2;2;1;2;3;1;0;2;2
3;2;1;0;7;10;2;3;2;1;1;3;1;4;1;3
26;2;1;0;7;8;2;1;0;1;2;4;1;2;0;1
9;2;1;0;7;8;2;4;1;1;1;4;1;3;1;1
4;2;1;0;7;10;2;4;1;1;2;4;1;3;0;0
7;0;1;0;7;8;2;3;2;3;4;3;1;1;1;2
10;2;1;0;7;8;2;3;2;3;2;3;1;1;3;2
29;2;1;0;7;8;2;3;3;3;3;3;1;1;1;4
15;2;1;0;7;8;2;3;2;3;4;4;0;1;3;2
6;2;1;0;7;8;2;0;4;3;4;4;0;0;1;1
10;2;1;0;7;8;2;0;1;4;0;3;1;0;3;3
33;2;1;0;7;8;2;3;1;4;4;3;0;0;3;1
11;2;1;0;7;8;2;1;1;4;1;3;0;3;1;3
29;3;1;0;7;8;2;1;2;4;4;3;1;2;1;3
30;0;1;0;7;11;2;2;2;4;4;3;0;0;3;1
18;0;1;0;7;8;2;0;3;4;0;3;1;1;1;1
10;2;1;0;7;8;2;2;4;4;4;3;1;1;1;2
2;2;1;0;7;8;2;3;3;4;4;3;0;0;1;2
38;3;1;1;7;8;2;0;0;0;4;0;0;3;4;3
19;2;1;1;7;8;2;0;0;0;2;0;0;3;2;3
62;0;1;1;7;8;2;2;0;0;2;0;0;2;4;4
14;0;1;1;7;8;2;2;2;0;3;0;0;2;2;1
42;0;1;1;7;8;2;0;2;1;4;1;1;0;1;2
30;2;1;1;7;8;2;1;2;1;1;1;1;0;1;3
64;2;1;1;7;11;2;0;0;3;0;0;0;0;0;0
59;2;1;1;7;8;2;3;1;3;4;0;0;1;3;4
34;2;1;1;7;8;2;3;0;3;2;0;0;1;3;4
41;1;1;1;7;11;2;2;1;3;1;0;0;0;1;2
22;0;1;1;7;8;2;2;0;3;2;1;1;3;1;2
31;0;1;1;7;11;2;3;1;3;0;1;0;1;1;1
5;0;1;1;7;8;2;3;0;3;3;1;0;0;1;3
62;1;1;1;7;8;2;3;0;3;1;1;1;3;1;3
4;2;1;1;7;8;2;1;2;3;4;1;1;1;3;2
37;0;1;1;7;11;2;2;2;3;1;1;1;0;1;1
41;1;1;1;7;8;2;1;4;3;3;1;1;3;1;1
19;2;1;1;7;8;2;2;3;3;1;1;1;0;1;4
45;0;1;1;7;8;2;1;3;3;2;1;1;4;1;1
27;2;1;1;7;8;2;3;3;3;4;1;0;4;1;4
41;2;1;1;7;8;2;3;0;4;4;0;0;1;4;4
28;2;1;1;7;8;2;3;3;4;4;0;0;0;1;2
42;0;1;1;7;8;2;1;4;4;4;1;0;0;1;4
14;2;1;1;7;8;2;3;1;0;3;2;0;2;2;2
62;0;1;1;7;8;2;4;1;1;3;2;0;2;0;0
31;0;1;1;7;8;2;1;0;1;1;2;0;4;2;4
53;3;1;1;7;8;2;3;1;1;1;2;0;3;4;3
4;0;1;1;7;8;2;2;2;1;1;2;1;1;3;1
39;0;1;1;7;8;2;0;4;1;3;3;1;0;1;1
50;0;1;1;7;11;2;1;4;1;2;3;1;0;1;1
22;2;1;1;7;8;2;4;4;1;3;3;1;2;1;2
21;0;1;1;7;10;2;3;4;0;3;4;1;1;1;2
22;3;1;1;7;8;2;3;4;0;3;4;1;3;1;3
26;2;1;2;7;8;2;4;0;0;2;0;0;1;2;3
17;1;1;2;7;8;2;4;0;1;1;0;0;1;4;4
64;0;1;2;7;8;2;2;2;0;3;0;0;2;1;1
46;2;1;2;7;8;2;0;4;1;0;1;1;3;1;1
22;2;1;2;7;8;2;2;2;1;3;1;1;3;3;3
33;1;1;2;7;8;2;3;1;2;4;0;0;3;1;0
33;2;1;2;7;8;2;2;0;2;1;0;0;1;2;2
28;0;1;2;7;8;2;2;1;2;1;1;1;1;3;2
25;2;1;2;7;8;2;1;2;2;1;1;1;3;3;2
29;0;1;2;7;8;2;4;2;2;3;0;0;0;2;1
0;0;1;2;7;8;2;3;0;3;3;0;0;0;2;3
32;2;1;2;7;8;2;2;0;3;3;0;0;4;0;3
27;0;1;2;7;8;2;2;0;3;4;0;0;0;1;3
60;2;1;2;7;8;2;3;4;3;0;0;0;0;1;4
21;2;1;2;7;8;2;2;1;3;2;1;0;1;3;3
34;2;1;2;7;8;2;3;1;3;3;1;1;4;2;2
30;2;1;2;7;8;2;1;1;3;1;1;1;0;1;4
48;0;1;2;7;8;2;3;3;3;1;1;0;0;3;2
0;0;1;2;7;8;2;2;2;3;1;0;0;1;1;3
37;2;1;2;7;8;2;2;1;4;2;0;1;1;2;4
2;0;1;0;7;8;2;1;4;1;1;3;2;1;1;3
10;0;1;0;7;8;2;1;3;1;2;4;2;3;2;4
8;0;1;0;7;8;2;2;3;1;4;4;2;1;1;2
0;2;1;0;7;8;2;3;3;1;1;4;2;2;3;3
1;2;1;0;7;8;2;4;1;0;0;3;2;2;1;3
0;1;1;0;7;8;2;0;1;0;1;3;4;0;3;1
12;0;1;0;7;8;2;0;2;0;4;4;3;3;1;1
12;0;1;0;7;8;2;0;3;0;3;4;3;1;1;1
8;0;1;0;7;8;2;3;1;1;1;3;4;3;1;1
3;2;1;0;7;8;2;1;2;1;1;3;4;1;1;2
3;2;1;0;7;8;2;3;3;1;3;3;4;3;4;1
11;1;1;0;7;8;2;3;3;1;3;4;3;4;3;2
26;2;1;0;7;8;2;1;2;2;3;3;4;4;3;2
10;0;1;0;7;8;2;0;0;2;1;4;3;3;1;3
15;2;1;0;7;8;2;0;3;2;2;4;3;4;1;1
32;2;1;0;7;8;2;1;4;2;4;4;3;3;1;2
20;2;1;0;7;8;2;1;3;2;1;4;4;3;1;2
29;0;1;0;7;8;2;2;2;3;1;3;4;4;1;2
26;0;1;0;7;8;2;1;4;3;3;3;3;0;1;3
15;1;1;0;7;11;2;1;3;3;4;3;3;3;1;1
3;2;1;0;7;8;2;2;3;3;3;3;3;3;1;2
10;2;1;0;7;11;2;4;4;3;3;3;4;1;1;4
17;2;1;0;7;8;2;3;3;3;2;3;4;4;3;3
4;2;1;0;7;11;2;2;2;3;4;4;4;3;1;3
11;1;1;0;7;8;2;2;3;3;2;4;3;1;3;1
1;0;1;0;7;8;2;3;3;3;4;4;4;1;3;1
32;2;1;0;7;10;2;3;4;3;0;4;3;1;1;2
6;2;1;0;7;8;2;3;1;4;0;3;4;3;1;1
21;1;1;0;7;8;2;0;4;4;3;3;3;4;1;1
12;2;1;0;7;8;2;1;2;4;0;4;3;0;1;1
0;2;1;0;7;8;2;0;2;4;3;4;4;3;1;1
17;0;1;0;7;8;2;0;3;4;4;4;3;0;3;2
22;3;1;0;7;8;2;2;3;4;3;4;3;1;3;3
12;0;1;0;7;8;2;3;3;4;4;4;3;1;1;1
0;0;1;1;7;8;2;2;3;3;4;3;4;1;1;2
23;2;1;1;7;8;2;1;0;3;3;4;4;3;1;4
26;2;1;1;7;8;2;0;4;3;0;4;3;1;1;1
21;2;1;1;7;8;2;3;3;3;2;4;4;1;1;3
60;0;1;1;7;8;2;1;1;4;0;3;3;1;1;3
31;0;1;1;7;8;2;3;1;4;2;4;3;2;1;1
22;6;1;0;7;0;2;0;0;0;2;0;0;3;4;3
39;4;1;0;7;0;2;2;1;0;2;0;0;4;0;3
14;4;1;0;7;1;2;2;0;0;2;0;0;3;0;0
20;5;1;0;7;1;2;3;1;0;4;0;0;3;0;3
2;13;1;0;7;1;2;3;0;0;3;0;0;2;2;0
22;4;1;0;7;1;2;3;1;0;2;0;0;3;4;4
32;4;1;0;7;0;2;3;1;0;2;0;0;2;2;0
3;4;1;0;7;0;2;3;1;0;3;0;0;3;2;3
3;4;1;0;7;0;2;2;3;0;3;1;1;4;1;3
10;4;1;0;7;1;2;2;3;0;3;1;0;3;1;1
1;4;1;0;7;0;2;3;3;0;2;1;0;3;3;4
2;4;1;0;7;1;2;2;0;1;2;0;0;2;2;4
21;4;1;0;7;1;2;4;1;1;2;0;0;0;1;1
7;4;1;0;7;1;2;3;1;1;2;0;0;4;3;4
10;4;1;0;7;1;2;3;1;1;3;0;1;3;4;3
10;4;1;0;7;0;2;4;1;1;3;0;0;2;0;4
12;4;1;0;7;0;2;0;0;1;2;1;0;0;1;1
21;5;1;0;7;0;2;1;1;1;3;1;1;2;2;4
2;5;1;0;7;1;2;2;1;1;3;1;0;1;3;4
26;7;1;0;7;1;2;3;1;1;2;1;0;1;0;0
48;5;1;0;7;1;2;3;1;1;1;1;1;4;2;3
20;8;1;0;7;0;2;3;1;1;1;1;1;4;2;3
18;4;1;0;7;0;2;3;1;1;1;1;0;3;2;3
8;4;1;0;7;0;2;3;1;1;3;1;0;3;4;4
29;4;1;0;7;0;2;4;1;1;3;1;1;3;4;3
1;4;1;0;7;1;2;1;2;1;3;1;1;3;3;3
6;4;1;0;7;1;2;3;2;1;3;1;1;3;3;3
24;4;1;0;7;1;2;2;4;1;1;1;1;1;3;3
14;4;1;0;7;1;2;3;0;2;4;0;0;0;1;4
5;4;1;0;7;0;2;3;1;2;3;0;0;4;3;4
4;4;1;0;7;0;2;4;0;2;2;0;0;4;2;3
11;5;1;0;7;3;2;3;2;2;2;0;0;3;3;4
46;4;1;0;7;0;2;2;3;2;3;0;0;1;1;4
10;4;1;0;7;0;2;1;1;2;4;1;1;3;3;3
11;4;1;0;7;0;2;3;1;2;3;1;1;2;4;3
21;4;1;0;7;0;2;3;1;2;3;1;1;3;3;2
20;4;1;0;7;0;2;2;3;2;3;1;0;1;1;1
3;6;1;0;7;0;2;3;1;3;4;0;0;3;1;3
2;4;1;0;7;0;2;3;2;3;1;0;0;1;3;3
24;4;1;0;7;0;2;3;0;3;0;1;0;3;4;4
18;8;1;0;7;0;2;3;2;3;4;1;0;1;3;1
31;4;1;0;7;0;2;4;2;3;3;1;0;1;1;1
8;5;1;0;7;0;2;2;3;3;4;1;0;1;1;4
24;5;1;0;7;1;2;2;4;3;3;1;1;3;1;3
14;4;1;0;7;0;2;4;4;4;1;0;0;1;3;3
6;6;1;0;7;0;2;3;2;4;3;1;1;1;1;2
29;4;1;0;7;1;2;3;3;4;0;1;0;1;1;4
6;6;1;0;7;2;2;2;4;4;0;1;1;4;1;4
7;4;1;0;7;0;2;1;1;3;4;2;0;1;1;4
26;5;1;0;7;1;2;1;2;3;3;2;0;2;1;3
3;5;1;0;7;0;2;4;2;3;1;2;1;3;2;2
15;4;1;0;7;0;2;1;2;3;1;2;1;1;3;2
41;4;1;0;7;0;2;2;3;3;4;2;1;0;3;4
3;4;1;0;7;0;2;2;1;4;2;2;1;0;3;4
18;4;1;0;7;0;2;0;2;4;4;2;1;1;1;1
36;6;1;0;7;1;2;0;2;4;1;2;0;0;0;0
3;5;1;0;7;1;2;3;2;0;3;3;1;3;4;4
3;4;1;0;7;0;2;3;4;0;2;3;1;4;1;2
18;10;1;0;7;0;2;2;1;0;3;3;1;3;3;3
20;7;1;0;7;0;2;3;4;0;2;4;0;0;1;1
10;4;1;0;7;0;2;1;2;1;3;3;1;3;3;2
22;4;1;0;7;1;2;2;2;1;3;3;1;2;2;4
12;8;1;0;7;0;2;3;2;1;3;3;1;4;3;2
15;4;1;0;7;0;2;3;4;1;1;3;0;3;1;2
8;4;1;0;7;1;2;3;2;1;3;4;0;2;1;2
14;4;1;1;7;1;2;3;0;0;2;0;0;0;3;0
29;6;1;1;7;1;2;1;2;0;2;0;0;3;1;4
5;4;1;1;7;1;2;2;1;1;2;1;0;0;3;2
33;4;1;1;7;0;2;3;0;1;1;1;0;4;1;3
49;5;1;1;7;1;2;1;3;1;4;1;0;1;3;4
28;7;1;1;7;1;2;4;0;3;3;0;0;0;0;2
5;4;1;1;7;0;2;1;1;3;4;1;0;0;1;3
34;5;1;1;7;0;2;3;1;3;2;1;1;3;2;2
37;10;1;1;7;0;2;1;4;3;4;1;0;0;1;1
46;4;1;1;7;1;2;2;3;3;3;1;1;1;1;1
27;5;1;1;7;0;2;3;3;3;3;1;1;1;1;4
17;5;1;1;7;0;2;3;3;3;3;1;1;4;2;2
15;4;1;1;7;0;2;3;3;3;1;1;0;2;3;2
50;5;1;1;7;0;2;0;4;4;0;1;1;3;1;1
15;4;1;1;7;0;2;1;1;4;4;3;0;1;1;1
34;4;1;1;7;0;2;3;4;4;2;3;0;0;3;4
21;4;1;1;7;0;2;1;4;4;1;3;0;1;1;2
49;5;1;1;7;0;2;2;3;3;3;3;1;3;3;1
50;4;1;1;7;1;2;2;1;3;1;4;1;1;1;2
13;4;1;0;7;0;2;1;3;0;3;3;4;3;1;2
7;4;1;0;7;1;2;3;3;0;2;4;4;3;1;1
8;4;1;0;7;1;2;2;2;0;3;3;3;0;1;2
10;5;1;0;7;1;2;1;3;1;1;3;4;1;1;1
10;4;1;0;7;1;2;1;3;1;1;3;4;4;1;2
11;4;1;0;7;3;2;2;4;1;0;3;4;2;1;1
30;5;1;0;7;0;2;2;3;1;3;3;4;3;1;4
23;4;1;2;7;0;2;3;4;3;3;3;4;4;1;1
59;6;1;2;7;1;2;0;4;3;1;4;3;4;2;1
40;4;1;2;7;0;2;3;3;3;0;4;4;0;1;1
48;5;1;2;7;1;2;3;1;3;4;4;4;1;1;1
62;4;1;2;7;1;2;1;3;4;4;4;4;3;3;4
10;5;1;0;7;5;2;2;1;0;3;0;0;2;0;0
1;6;1;0;7;7;2;4;2;0;2;0;0;2;4;3
24;4;1;0;7;4;2;4;3;0;2;0;0;2;3;3
6;4;1;0;7;4;2;3;1;0;3;1;0;3;3;3
8;4;1;0;7;4;2;2;2;0;3;1;1;4;2;4
29;4;1;0;7;5;2;3;2;0;4;1;1;4;3;3
10;4;1;0;7;5;2;3;4;0;3;1;1;3;1;4
18;4;1;0;7;6;2;4;3;0;2;1;0;2;3;4
18;4;1;0;7;5;2;1;0;1;2;0;0;3;1;4
6;4;1;0;7;5;2;2;0;1;2;0;0;4;3;3
6;4;1;0;7;5;2;2;0;1;2;0;0;3;3;4
11;4;1;0;7;4;2;3;0;1;1;0;0;4;2;3
8;4;1;0;7;5;2;1;1;1;1;1;0;1;4;3
6;4;1;0;7;6;2;1;1;1;3;1;1;1;1;2
32;4;1;0;7;6;2;0;1;1;3;1;1;3;3;0
24;5;1;0;7;7;2;2;0;1;1;1;1;3;2;3
10;4;1;0;7;7;2;3;1;1;3;1;1;4;2;3
10;6;1;0;7;4;2;3;0;1;4;1;0;2;3;4
10;4;1;0;7;4;2;0;1;1;1;1;1;4;1;2
12;4;1;0;7;6;2;2;4;1;2;1;1;1;1;3
36;5;1;0;7;6;2;4;4;1;0;1;1;4;1;2
12;6;1;0;7;6;2;0;0;2;2;0;0;2;1;1
22;4;1;0;7;5;2;3;0;2;3;0;0;4;2;4
21;4;1;0;7;5;2;4;1;2;3;0;1;3;4;4
32;4;1;0;7;6;2;2;3;2;4;0;1;0;3;4
11;5;1;0;7;6;2;3;3;2;4;0;0;3;1;1
0;6;1;0;7;5;2;4;0;2;2;1;1;1;3;0
2;4;1;0;7;5;2;4;2;2;1;1;1;3;2;3
1;4;1;0;7;5;2;1;4;2;1;1;0;2;2;3
14;4;1;0;7;5;2;3;4;3;0;0;0;3;1;1
1;4;1;0;7;4;2;1;2;3;1;1;1;4;2;3
8;4;1;0;7;5;2;1;4;3;2;1;1;0;1;1
2;4;1;0;7;6;2;4;2;4;0;0;1;0;1;4
6;7;1;0;7;7;2;0;1;4;4;1;0;0;1;4
13;4;1;0;7;6;2;1;2;4;0;1;1;1;1;1
11;4;1;0;7;5;2;1;4;4;4;1;1;1;3;1
8;4;1;0;7;4;2;3;1;1;2;2;1;3;1;4
12;4;1;0;7;5;2;2;2;1;3;2;1;1;2;3
13;7;1;0;7;5;2;2;2;1;1;2;1;4;2;2
6;4;1;0;7;6;2;3;2;1;3;2;1;3;3;2
10;5;1;0;7;7;2;4;2;1;3;2;0;3;2;4
45;6;1;0;7;6;2;1;4;1;3;2;0;0;1;2
11;4;1;0;7;5;2;3;3;1;2;2;1;2;3;4
1;4;1;0;7;4;2;4;2;0;2;2;0;1;2;0
10;12;1;0;7;4;2;2;3;0;2;2;1;2;1;4
12;4;1;0;7;5;2;3;1;3;4;2;1;4;3;4
40;4;1;0;7;5;2;3;2;3;4;2;1;1;1;3
1;5;1;0;7;4;2;2;2;3;4;2;1;4;1;3
28;5;1;0;7;5;2;3;3;3;3;2;1;3;1;3
1;5;1;0;7;6;2;3;1;4;2;2;0;4;2;2
35;5;1;0;7;5;2;1;3;3;0;3;1;1;1;2
33;6;1;0;7;5;2;1;4;3;0;3;1;0;1;1
1;4;1;0;7;5;2;3;3;3;1;3;1;1;3;2
18;6;1;0;7;4;2;1;3;4;2;3;0;0;1;1
52;5;1;0;7;5;2;0;3;4;0;3;1;3;1;1
26;4;1;1;7;4;2;0;0;0;2;0;1;1;0;4
23;5;1;1;7;4;2;4;2;0;2;0;0;0;1;2
60;10;1;1;7;6;2;4;0;0;2;1;1;4;1;2
23;4;1;1;7;5;2;3;2;0;3;1;1;3;1;4
31;4;1;1;7;5;2;3;0;1;0;0;0;3;3;0
30;6;1;1;7;7;2;3;1;1;3;1;0;3;1;2
52;5;1;1;7;5;2;2;4;1;1;1;1;0;1;1
45;4;1;1;7;6;2;1;0;3;3;0;0;3;1;3
25;4;1;1;7;4;2;3;1;3;4;0;0;0;1;4
30;4;1;1;7;5;2;4;0;3;2;0;0;2;0;0
27;5;1;1;7;6;2;1;1;3;2;1;1;1;3;2
5;5;1;1;7;4;2;1;1;3;3;1;1;0;3;3
36;4;1;1;7;5;2;3;1;3;2;1;1;3;1;1
38;4;1;1;7;4;2;1;2;3;3;1;1;1;3;2
27;4;1;1;7;5;2;2;2;3;3;1;1;3;3;4
17;4;1;1;7;6;2;3;2;3;4;1;1;3;3;2
30;4;1;1;7;4;2;1;4;3;3;1;1;0;1;1
53;6;1;1;7;6;2;0;3;3;3;1;1;3;1;2
35;6;1;1;7;4;2;3;3;3;2;1;1;3;1;3
13;4;1;1;7;5;2;1;3;3;3;1;0;4;1;1
37;9;1;1;7;5;2;4;0;4;2;0;0;0;0;1
48;5;1;1;7;5;2;1;3;4;0;0;0;1;1;2
45;4;1;1;7;6;2;2;0;4;3;1;1;1;1;2
36;6;1;1;7;5;2;2;2;4;0;1;1;4;1;4
25;4;1;1;7;5;2;0;4;4;0;1;1;0;1;3
23;8;1;1;7;7;2;1;4;4;4;1;1;0;1;1
62;6;1;1;7;5;2;2;3;4;1;1;0;0;1;1
22;4;1;1;7;4;2;3;4;4;4;1;0;2;1;2
45;4;1;1;7;5;2;2;2;2;1;3;0;1;2;4
2;5;1;1;7;7;2;2;2;2;3;3;0;4;1;3
25;4;1;1;7;6;2;0;3;2;3;3;1;0;1;2
14;4;1;1;7;6;2;1;4;2;3;3;1;1;1;2
46;6;1;1;7;5;2;1;0;2;3;3;1;0;1;2
20;4;1;1;7;6;2;1;1;3;3;3;1;3;3;2
32;5;1;1;7;4;2;3;4;3;3;3;1;3;1;1
37;4;1;1;7;4;2;3;2;3;1;3;1;0;1;1
22;4;1;1;7;5;2;0;4;4;4;3;1;0;1;1
53;7;1;1;7;4;2;0;3;4;3;3;1;3;1;3
36;4;1;1;7;7;2;0;1;4;3;4;1;2;1;2
18;4;1;1;7;4;2;2;4;4;2;4;1;4;1;1
5;4;1;2;7;4;2;1;1;3;0;0;0;0;1;4
38;4;1;2;7;4;2;1;1;3;4;1;1;1;3;3
30;10;1;2;7;4;2;3;1;3;3;1;0;1;1;2
27;4;1;2;7;6;2;4;3;3;3;0;0;3;4;0
35;5;1;2;7;6;2;2;2;3;3;1;1;3;4;4
36;4;1;2;7;6;2;0;1;4;0;1;0;0;3;1
52;4;1;2;7;5;2;4;3;4;0;1;0;1;1;2
11;4;1;0;7;5;2;0;4;0;0;3;3;0;1;2
7;10;1;0;7;5;2;1;4;0;0;4;3;1;1;1
3;12;1;0;7;6;2;1;3;0;2;4;3;0;1;1
21;4;1;0;7;4;2;3;4;1;2;3;3;0;1;1
24;4;1;0;7;6;2;0;3;1;0;4;3;1;1;2
11;5;1;0;7;4;2;0;3;1;1;4;3;1;1;1
29;5;1;0;7;5;2;1;2;1;3;4;3;2;1;2
10;5;1;0;7;7;2;1;3;3;1;3;4;4;1;2
9;6;1;0;7;4;2;3;3;3;1;3;3;1;3;1
8;4;1;0;7;4;2;0;3;3;0;3;4;4;1;1
3;5;1;0;7;7;2;3;4;3;2;4;3;3;1;1
8;5;1;0;7;7;2;2;4;3;1;4;3;4;1;1
12;5;1;0;7;5;2;0;4;4;4;3;3;0;1;1
49;4;1;0;7;5;2;3;4;4;1;3;3;1;1;1
0;5;1;0;7;5;2;0;4;4;4;4;4;0;1;1
12;6;1;0;7;4;2;3;3;4;2;4;3;1;1;3
23;4;1;0;7;5;2;2;1;4;4;4;3;0;1;1
15;4;1;1;7;6;2;1;3;1;4;3;4;3;1;2
37;4;1;1;7;5;2;3;3;1;0;3;3;1;1;2
46;4;1;1;7;4;2;0;3;1;1;3;4;4;1;0
40;6;1;1;7;5;2;1;2;1;3;3;4;4;3;2
31;4;1;1;7;6;2;0;4;0;2;4;3;2;1;1
36;6;1;1;7;4;2;2;4;0;4;4;3;1;1;1
13;12;1;1;7;6;2;1;3;3;0;3;4;1;1;4
53;4;1;1;7;5;2;3;1;3;3;4;3;1;1;1
40;4;1;1;7;4;2;3;4;3;3;4;3;1;1;2
37;5;1;1;7;4;2;0;4;3;0;4;3;4;1;1
31;20;1;1;7;6;2;3;4;3;1;4;3;4;1;1
27;6;1;1;7;5;2;0;4;4;4;3;4;0;1;2
36;5;1;1;7;5;2;3;4;4;3;3;4;0;3;1
48;4;1;1;7;5;2;0;4;4;0;4;3;0;1;1
36;7;1;1;7;6;2;0;4;4;0;4;3;0;1;1
61;5;1;1;7;6;2;1;4;4;0;4;4;4;1;1
35;4;1;1;7;4;2;2;3;4;3;4;4;0;1;2
53;4;1;1;7;7;2;2;4;4;3;4;3;1;1;1
60;5;1;1;7;5;2;2;2;4;3;4;3;1;1;1
30;4;1;2;7;4;2;1;4;3;1;3;4;1;1;1
35;4;1;2;7;4;2;0;4;3;4;4;3;0;1;1
62;5;1;2;7;5;2;0;4;3;3;4;3;1;1;1
36;4;1;2;7;6;2;4;1;3;2;3;4;3;1;3
46;5;1;2;7;5;2;1;3;4;4;3;4;1;1;3
48;10;1;2;7;4;2;0;4;4;3;4;3;0;1;1
54;5;1;2;7;6;2;0;0;4;0;4;3;0;1;1
24;4;1;0;7;11;2;1;0;0;2;1;1;0;1;2
2;8;1;0;7;10;2;3;1;0;1;1;1;4;2;4
1;4;1;0;7;8;2;2;3;0;2;1;1;2;2;3
12;5;1;0;7;8;2;1;1;1;3;0;0;2;1;2
12;4;1;0;7;8;2;3;1;1;3;0;0;1;1;4
10;4;1;0;7;8;2;3;2;1;3;0;0;3;2;1
28;4;1;0;7;8;2;1;3;1;3;1;1;2;1;3
42;9;1;0;7;8;2;0;4;4;0;4;3;0;1;1
8;4;1;0;7;8;2;3;4;4;2;4;4;0;1;1
37;4;1;0;7;8;2;0;1;4;4;4;4;0;1;2
38;4;1;0;7;8;2;0;2;4;0;3;4;0;1;1
49;6;1;0;7;8;2;3;1;4;4;4;4;1;3;4
11;2;2;0;7;1;2;4;0;0;1;0;0;4;4;4
1;2;2;0;7;1;2;3;1;0;1;0;0;3;4;4
1;1;2;0;7;1;2;3;2;0;2;0;0;3;2;4
1;2;2;0;7;1;2;3;2;0;2;0;1;2;2;3
3;1;2;0;7;1;2;0;2;0;3;1;0;4;4;2
11;2;2;0;7;1;2;3;2;0;3;1;0;2;3;1
1;0;2;0;7;1;2;3;2;1;2;0;0;3;2;4
10;0;2;0;7;0;2;1;1;1;2;1;0;4;3;3
11;2;2;0;7;1;2;4;0;1;2;1;1;4;4;4
20;2;2;0;7;1;2;1;0;3;4;1;0;0;3;0
14;2;2;0;7;2;2;3;1;3;3;1;0;3;3;4
24;2;2;0;7;1;2;1;4;3;4;1;1;1;1;0
3;2;2;0;7;3;2;2;3;3;3;1;1;1;1;4
20;0;2;0;7;0;2;3;3;3;1;1;1;0;1;2
1;0;2;0;7;1;2;3;1;4;3;0;0;1;3;4
20;1;2;0;7;8;2;0;0;0;3;0;0;1;1;3
3;0;2;0;7;8;2;3;0;0;2;0;0;3;4;4
11;2;2;0;7;8;2;0;4;0;4;0;0;0;4;2
1;0;2;0;7;8;2;4;0;0;2;1;0;2;0;2
11;2;2;0;7;8;2;1;3;1;3;0;0;4;3;1
8;0;3;0;7;0;4;4;0;0;2;0;0;0;2;0
1;2;3;0;7;1;4;4;0;0;2;0;0;3;0;0
12;2;3;0;7;1;4;1;1;1;2;1;0;2;2;4
3;0;3;0;7;1;5;3;1;1;3;1;1;2;2;4
26;0;3;0;7;0;4;4;1;1;2;1;1;2;2;4
11;2;3;0;7;1;4;4;3;1;3;1;1;0;4;2
1;0;0;3;4;3;4;3;0;0;2;0;0;0;0;0
24;0;0;3;2;0;4;3;0;0;3;0;0;2;0;0
12;3;0;3;4;0;4;3;0;0;3;0;0;2;0;1
8;3;0;3;4;1;4;3;0;0;3;0;0;3;0;0
10;3;0;3;4;0;4;3;1;0;2;0;1;2;3;4
24;2;0;3;0;0;5;3;0;0;2;1;0;3;4;4
10;2;0;3;0;0;4;4;2;0;2;0;0;2;4;4
10;3;0;3;4;0;4;4;2;0;3;1;0;3;4;0
10;1;0;3;4;1;4;4;4;0;2;0;0;2;1;1
4;0;0;3;0;1;4;4;4;0;1;0;0;3;1;1
20;3;0;3;0;1;4;4;0;1;3;0;0;0;4;0
15;3;0;3;4;3;4;2;0;1;4;0;0;4;1;3
12;3;0;3;0;3;4;4;1;1;4;0;0;3;2;4
12;3;0;3;4;3;4;3;1;1;3;1;0;3;4;4
7;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0
10;2;0;0;0;0;4;0;0;0;4;0;0;0;0;2
18;2;0;0;2;0;4;0;1;0;4;0;0;1;4;4
9;2;0;0;5;1;5;0;1;0;3;0;0;0;3;4
7;0;0;0;1;1;5;1;0;0;3;0;0;1;3;0
3;2;0;0;5;1;5;1;1;0;3;0;0;1;4;4
7;1;0;0;0;2;5;1;1;0;2;0;0;1;4;2
15;2;0;0;1;0;4;0;0;0;2;0;0;1;0;0
2;0;0;0;2;1;4;0;1;0;3;0;0;1;0;1
18;1;0;0;0;0;4;1;0;0;2;0;0;0;3;4
3;3;0;0;0;3;4;1;0;0;2;0;0;1;0;0
7;2;0;0;2;1;4;1;0;0;2;0;0;0;4;4
